label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
5	-12 mph	0.8208 kg/s	Oakland	rat	0.1104 m^2	-244	0.838	0.966	397 kg/s	rabbit	0.7454	795 m^3
1	1063 mph	0.3227 kg/s	Anaheim	ferret	0.8698 m^2	656	0.6686	0.5006	670 kg/s	guinea pig	0.2431	393 m^3
4	603 mph	0.7999 kg/s	Moreno Valley	cat	0.3909 m^2	758	0.5778	0.4018	342 kg/s	pig	0.745	388 m^3
2	970 mph	-0.103 kg/s	San Jose	bird	0.4606 m^2	111	0.3848	0.9298	394 kg/s	fish	0.4936	651 m^3
3	479 mph	0.456 kg/s	Fremont	pig	0.7079 m^2	1081	0.0125	0.0967	1003 kg/s	bird	0.0881	1034 m^3
1	967 mph	0.3021 kg/s	San Jose	ferret	0.709 m^2	725	0.3773	0.1882	727 kg/s	guinea pig	0.0462	366 m^3
5	94 mph	0.8725 kg/s	Long Beach	rat	0.086 m^2	88	0.8139	0.752	940 kg/s	chicken	0.9996	671 m^3
3	452 mph	0.5937 kg/s	San Francisco	dog	0.6666 m^2	1194	0.2901	0.1055	1104 kg/s	rat	0.2038	665 m^3
5	-167 mph	0.9823 kg/s	Long Beach	rat	0.3185 m^2	59	0.9943	0.6606	589 kg/s	rabbit	0.6553	980 m^3
2	850 mph	-0.1519 kg/s	Fresno	bird	0.2428 m^2	420	0.24	0.9678	143 kg/s	fish	0.4764	823 m^3
0	494 mph	0.231 kg/s	San Jose	GUINEA PIG	1.0233 m^2	639	0.629	0.6586	299 kg/s	hamster	1.0197	264 m^3
4	694 mph	0.8244 kg/s	Chula Vista	chicken	0.6349 m^2	639	0.3676	0.1165	421 kg/s	ferret	0.5306	287 m^3
1	876 mph	0.3012 kg/s	NULL	ferret	1.0363 m^2	572	0.6972	0.6584	494 kg/s	guinea pig	0.1872	323 m^3
1	1004 mph	0.3094 kg/s	Riverside	ferret	0.8528 m^2	888	0.4471	0.4015	768 kg/s	ferret	0.1719	401 m^3
0	154 mph	0.2955 kg/s	San Jose	rabbit	0.6521 m^2	670	0.8627	0.5338	150 kg/s	reptile	0.7229	86 m^3
5	193 mph	0.7664 kg/s	Oakland	rat	0.0823 m^2	71	0.7759	0.5696	647 kg/s	chicken	0.5151	617 m^3
2	675 mph	0.0622 kg/s	Fresno	reptile	0.5024 m^2	78	0.0922	0.8939	705 kg/s	fish	0.4562	605 m^3
1	818 mph	0.3068 kg/s	Irvine	ferret	0.5893 m^2	760	0.5927	0.5452	679 kg/s	guinea pig	0.0422	306 m^3
3	339 mph	0.6141 kg/s	San Bernardino	dog, fish	0.7858 m^2	868	-0.0893	-0.0427	1038 kg/s	rat	0.1364	1024 m^3
4	465 mph	0.7177 kg/s	Bakersfield	cat	0.3449 m^2	621	0.4145	0.3307	271 kg/s	pig	0.695	389 m^3
0	207 mph	0.3682 kg/s	San Jose	guinea pig	0.9037 m^2	807	0.5647	?	262 kg/s	HAMSTER	0.8184	147 m^3
2	762 mph	0.0804 kg/s	Los Angeles	bird	0.346 m^2	439	0.1577	0.9584	403 kg/s	fish	0.3058	792 m^3
0	192 mph	0.3608 kg/s	San Jose	guinea pig	1.0342 m^2	707	0.7549	0.6045	201 kg/s	reptile	1.2343	-25 m^3
1	964 mph	0.4122 kg/s	Irvine	ferret	0.7182 m^2	543	0.7715	0.5145	645 kg/s	guinea pig	0.2532	509 m^3
5	99 mph	0.6477 kg/s	Oakland	hamster	0.0968 m^2	-145	0.9163	0.7669	995 kg/s	chicken	0.8829	792 m^3
4	444 mph	0.7757 kg/s	Moreno Valley	chicken	0.6847 m^2	314	0.1798	0.0508	494 kg/s	pig	0.7738	582 m^3
0	260 mph	0.2887 kg/s	Long Beach	Rabbit	0.8738 m^2	638	0.5632	0.7296	304 kg/s	reptile	0.6146	276 m^3
5	194 mph	0.6752 kg/s	Oakland	rat	0.1947 m^2	-171		1.0778	843 kg/s	chicken	0.6765	873 m^3
5	51 mph	0.9557 kg/s	Long Beach	hamster	0.1517 m^2	-107	0.8272	0.8843	770 kg/s	chicken	0.8574	902 m^3
3	495 mph	0.6682 kg/s	San Francisco	pig	0.8816 m^2	1132	0.1143	-0.1305	969 kg/s	bird	0.3545	912 m^3
4	591 mph	0.6768 kg/s	Modesto	cat	0.6633 m^2	646	0.5206	0.3538	376 kg/s	pig	0.5133	316 m^3
3	328 mph	0.3834 kg/s	Fremont	pig	0.6778 m^2	970	-0.1299	0.0818	628 kg/s	bird	0.319	1066 m^3
2	463 mph	0.1166 kg/s	Los Angeles	bird	0.314 m^2	272	0.3702	0.9811	356 kg/s	fish	0.4663	717 m^3
2	484 mph	0.2301 kg/s	Modesto	ferret	0.2682 m^2	184	0.2588	1.0745	590 kg/s	dog	0.4929	738 m^3
4	738 mph	0.5254 kg/s	Santa Ana	cat	0.3282 m^2	772	0.4357	0.3164	375 kg/s	pig	0.4364	338 m^3
5	201 mph	0.9908 kg/s	Long Beach	hamster	-0.0306 m^2	135	0.5946	0.8027	710 kg/s	cat	0.6229	797 m^3
2	697 mph	0.1009 kg/s	Modesto	Bird	0.5199 m^2	367	0.2212	0.9467	560 kg/s	dog	0.5318	890 m^3
2	798 mph	0.0982 kg/s	Los Angeles	bird	0.5785 m^2	149	0.1895	1.0742	388 kg/s	dog	0.4959	805 m^3
0	108 mph	0.3947 kg/s	San Jose	rabbit	0.886 m^2	570	0.8584	0.6226	148 kg/s	hamster	0.8258	85 m^3
4	667 mph	0.5798 kg/s	Irvine	cat	0.6863 m^2	467	0.4474	0.2378	222 kg/s	ferret	0.5464	235 m^3
0	-50 mph	0.1484 kg/s	San Jose	rabbit	0.8434 m^2	804	0.6521	0.4606	230 kg/s		0.8861	70 m^3
4	335 mph	0.5769 kg/s	Bakersfield	cat	0.5544 m^2	557	0.3186	0.2559	205 kg/s	ferret	0.3913	282 m^3
0	284 mph	0.3592 kg/s	San Jose	guinea pig	0.8971 m^2	814	0.5851	0.5648	278 kg/s	reptile	1.0336	18 m^3
3	311 mph	0.321 kg/s	Fremont	pig, dog	0.7551 m^2	879	-0.0831	0.1019	817 kg/s	bird	0.3211	1128 m^3
5	-47 mph	0.9069 kg/s	lONG bEACH	rat	0.2441 m^2	-143	0.7457	0.7744	736 kg/s	rabbit	0.6758	587 m^3
5	1 mph	0.7625 kg/s	Oakland	hamster	0.1388 m^2	152	1.166	0.989	957 kg/s	cat	0.8563	888 m^3
5	68 mph	0.7317 kg/s	Oakland	rat	0.0684 m^2	-148	0.9531	0.829	630 kg/s	rabbit	0.6752	678 m^3
1	729 mph	0.4139 kg/s	Oakland	ferret	0.6529 m^2	531	0.4779	0.3711	816 kg/s	guinea pig	0.206	368 m^3
0	302 mph	0.2761 kg/s	San Jose	guinea pig	1.0851 m^2	933	0.5047	0.34	175 kg/s	reptile	0.8425	184 m^3
4	447 mph	0.6652 kg/s	Bakersfield	chicken	0.568 m^2	538	0.3637	0.4239	347 kg/s	ferret	0.6983	215 m^3
1	939 mph	0.4566 kg/s	Riverside	ferret	0.691 m^2	671	0.7358	0.4894	277 kg/s	guinea pig	0.3481	321 m^3
3	146 mph	0.4685 kg/s	San Francisco	pig, fish	0.5789 m^2	1244	-0.0439	0.2584	925 kg/s	bird	0.0304	1186 m^3
4	506 mph	0.4445 kg/s	Bakersfield	chicken	0.1236 m^2	495	0.249	0.414	114 kg/s	pig	0.6221	480 m^3
4	924 mph	n/a	Stockton	cat	0.3389 m^2	237	0.3061	0.3877	632 kg/s	ferret	0.6336	269 m^3
3	361 mph	0.5545 kg/s	San Francisco	dog, fish	0.7348 m^2	1153	0.0542	0.1294	522 kg/s	rat	-0.0268	1005 m^3
0	248 mph	0.2085 kg/s	San Jose	guinea pig	1.074 m^2	320	0.8364	0.4575	267 kg/s	hamster	0.8767	-4 m^3
5	250 mph	0.9923 kg/s	Long Beach	rat	-0.0208 m^2	253	0.9061	1.0648	722 kg/s	chicken	0.6822	738 m^3
5	128 mph	0.8019 kg/s	Long Beach	rat	0.0084 m^2	-75	0.9912	0.8957	742 kg/s	rabbit	0.568	730 m^3
2	542 mph	0.0264 kg/s	San Diego	bird	0.2359 m^2	64	0.2037	1.0906	437 kg/s	dog	0.5012	571 m^3
4	751 mph	0.7064 kg/s	Moreno Valley	cat	0.5207 m^2	574	0.5669	0.3194	43 kg/s	ferret	0.5025	236 m^3
5	136 mph	0.789 kg/s	Long Beach	rat	0.2527 m^2	-202	1.0646	0.9887	663 kg/s	cat	0.6869	901 m^3
4	519 mph	0.7211 kg/s	Modesto	cat	0.8134 m^2	482	0.3568	0.2359	251 kg/s	ferret	NULL	295 m^3
4	587 mph	0.6739 kg/s	Oakland	cat	0.4109 m^2	404	0.4426	0.4179	92 kg/s	ferret	0.4404	157 m^3
1	1159 mph	0.3628 kg/s	Anaheim	ferret	0.8839 m^2	362	0.5148	0.6229	504 kg/s	guinea pig	0.161	405 m^3
1	1076 mph	0.2717 kg/s	Irvine	ferret	0.8476 m^2	531	0.8848	0.3298	547 kg/s	guinea pig	-0.1898	356 m^3
2	598 mph	-0.1459 kg/s	Santa Ana	reptile	0.4863 m^2	189	0.2063	1.0565	431 kg/s	dog	0.5027	945 m^3
2	795 mph	-0.1037 kg/s	Modesto	bird	0.2351 m^2	284	0.1975	0.9913	144 kg/s	dog	0.6009	533 m^3
4	511 mph	0.7377 kg/s	Long Beach	chicken	0.5387 m^2	577	0.7275	0.2529	392 kg/s	cat	0.617	628 m^3
4	447 mph	0.8354 kg/s	San Bernardino	chicken	0.4276 m^2	232	0.372	0.2426	309 kg/s	pig	0.7618	327 m^3
0	46 mph	0.2962 kg/s	San Jose	guinea pig	0.9176 m^2	NULL	0.6327	0.8496	333 kg/s	hamster	0.8833	-81 m^3
2	663 mph	-0.0011 kg/s	Santa Ana	bird	0.2933 m^2	369	0.203	0.8425	222 kg/s	FISH	0.2913	548 m^3
5	-1 mph	1.0246 kg/s	Oakland	rat	0.0887 m^2	225	0.7415	0.8787	750 kg/s	cat	0.7999	844 m^3
2	748 mph	-0.1076 kg/s	Fremont	REPTILE	0.3168 m^2	11	0.0864	1.0568	299 kg/s	fish	0.3285	611 m^3
5	63 mph	1.0041 kg/s	Oakland	rat	0.0628 m^2	-267	0.669	0.545	978 kg/s	rabbit	0.7748	550 m^3
1	1002 mph	0.4285 kg/s	Anaheim	ferret	0.7823 m^2	464	0.6426	0.4376	424 kg/s	guinea pig	0.2512	444 m^3
0	116 mph	0.1451 kg/s	San Jose	rabbit	0.9023 m^2	969	0.4997	0.623	58 kg/s	Reptile	0.8943	-41 m^3
1	853 mph	0.2562 kg/s	Irvine	ferret	0.7978 m^2	396	0.6972	0.2984	564 kg/s	guinea pig	-0.0341	480 m^3
0	330 mph	0.2372 kg/s	San Jose	rabbit	0.9933 m^2	521	0.5648	0.7055	-45 kg/s	reptile	0.9864	202 m^3
3	371 mph	0.457 kg/s	San Francisco	fish	0.7489 m^2	882	0.0488	0.1925	789 kg/s	bird	0.2254	958 m^3
5	198 mph	0.8837 kg/s	Oakland	hamster	0.1087 m^2	-72	0.9934	0.7707	445 kg/s	rabbit	0.7713	739 m^3
5	91 mph	1.0339 kg/s	Fremont	rat	0.0385 m^2	181	1.06	0.8847	699 kg/s	rabbit	0.7453	920 m^3
1	939 mph	0.4831 kg/s	Irvine	ferret	0.7135 m^2	514	0.8958	0.5706	592 kg/s	guinea pig	0.0671	142 m^3
5	229 mph	1.0962 kg/s	LONG BEACH	rat	0.3453 m^2	32	0.774	0.7799	913 kg/s	rabbit	0.8055	870 m^3
5	80 mph	0.8808 kg/s	Oakland	hamster	0.164 m^2	-75	0.5342	0.7784	740 kg/s	cat	0.6228	744 m^3
5	47 mph	0.7248 kg/s	Long Beach	rat	0.2479 m^2	115	1.0284	None	712 kg/s	rabbit	0.7568	906 m^3
2	605 mph	-0.1078 kg/s	Sacramento	reptile	0.2866 m^2	314	0.3222	1.0334	-63 kg/s	dog	0.1913	639 m^3
0	159 mph	0.2931 kg/s	San Jose	rabbit	0.8585 m^2	795	0.9592	0.644	148 kg/s	reptile	0.7809	161 m^3
3	477 mph	0.6125 kg/s	San Francisco	pig	1.0035 m^2	990	0.3314	0.0541	888 kg/s	bird	0.3857	1198 m^3
0	149 mph	0.3837 kg/s	San Jose	guinea pig	0.8927 m^2	850	0.8227	0.6158	73 kg/s	hamster	0.8805	30 m^3
0	89 mph	0.4118 kg/s	San Jose	guinea pig	0.8384 m^2	372	0.4126	0.6309	135 kg/s	hamster	0.9092	-57 m^3
0	340 mph	0.3712 kg/s	San Jose	rabbit	1.0405 m^2	750	0.9622	0.473	47 kg/s	reptile	1.0191	247 m^3
3	466 mph	0.4515 kg/s	San Francisco	pig, fish	0.6259 m^2	1182	0.0267	0.2131	812 kg/s	bird	0.2033	942 m^3
3	NULL	0.6073 kg/s	San Francisco	dog	0.6177 m^2	994	0.007	0.3315	727 kg/s	rat	0.0782	955 m^3
3	485 mph	0.5208 kg/s	San Francisco	cat	0.7029 m^2	920	0.2339	0.1402	1086 kg/s	rat	0.261	786 m^3
5	116 mph	1.0032 kg/s	Long Beach	rat	0.0624 m^2	191	0.7118	0.9749	464 kg/s	cat	0.9199	589 m^3
5	51 mph	0.9035 kg/s	Oakland	rat	0.0211 m^2	-47	0.6771	0.7921	931 kg/s	chicken	0.9134	790 m^3
1	813 mph	0.3013 kg/s	Riverside	ferret	0.9698 m^2	610	0.4357	None	741 kg/s	guinea pig	0.2981	114 m^3
2	647 mph	0.105 kg/s	sAN jOSE	reptile	0.1288 m^2	100	0.0482	1.0436	315 kg/s	rat	0.2758	713 m^3
0	151 mph	0.3927 kg/s	San Jose	rabbit	1.0503 m^2	765	0.8118	0.3376	375 kg/s	reptile	0.7305	23 m^3
0	282 mph	0.2254 kg/s	SAN JOSE	guinea pig	0.7647 m^2	816	0.7975	0.9012	175 kg/s	hamster	0.954	25 m^3
3	238 mph	0.4681 kg/s	San Francisco	pig, fish	0.7401 m^2	1095	0.2349	0.1668	860 kg/s	hamster	0.1637	1141 m^3
0	145 mph	0.2321 kg/s	San Jose	guinea pig	1.0775 m^2	836	n/a	0.5607	254 kg/s	reptile	0.9527	13 m^3
3	444 mph	0.6341 kg/s	San Francisco	fish	0.7532 m^2	933	-0.1989	0.284	1009 kg/s	n/a	0.2988	1041 m^3
1	1026 mph	0.5012 kg/s	San Jose	ferret	0.8423 m^2	465	0.5898	0.4838	261 kg/s	guinea pig	0.1916	326 m^3
2	872 mph	0.3001 kg/s	San Diego	bird	0.0121 m^2	356	0.274	1.0888	678 kg/s	dog	0.5987	612 m^3
1	1063 mph	0.3851 kg/s	Irvine	ferret	0.8163 m^2	660	0.3527	0.4974	NULL	guinea pig	0.0026	411 m^3
5	200 mph	0.6164 kg/s	Oakland	hamster	0.0782 m^2	-49	0.7199	0.8827	533 kg/s	chicken	0.9638	619 m^3
4	692 mph	0.8365 kg/s	Santa Clarita	cat	0.4668 m^2	368	0.425	0.2267	135 kg/s	ferret	0.5365	94 m^3
1	813 mph	0.3105 kg/s	Riverside	ferret	0.5742 m^2	588	0.6888	0.3658	485 kg/s	guinea pig	-0.1268	427 m^3
2	NULL	0.2675 kg/s	Sacramento	rat	0.1772 m^2	253	0.5649	1.1991	236 kg/s	dog	0.3943	659 m^3
5	81 mph	0.8187 kg/s	San Jose	rat	0.1496 m^2	-207	0.8015	0.7867	564 kg/s	rabbit	0.9534	832 m^3
3	597 mph	0.5142 kg/s	Fremont	DOG	0.749 m^2	679	0.0082	0.13	597 kg/s	rat	0.0766	989 m^3
3	234 mph	0.5646 kg/s	San Francisco	dog, fish	0.4262 m^2	949	0.1775	0.0554	1095 kg/s	bird	0.1782	1134 m^3
0	263 mph	0.2937 kg/s	San Jose	guinea pig	0.8481 m^2	697	0.7766	0.6696	27 kg/s	hamster	0.8062	-191 m^3
3	515 mph	0.4904 kg/s	Modesto	fish	0.689 m^2	1017	0.6104	-0.0823	619 kg/s	bird	0.2714	929 m^3
3	240 mph	0.5068 kg/s	San Jose	dog, pig	0.6001 m^2	1148	0.1614	0.2131	674 kg/s	BIRD	0.1728	977 m^3
3	252 mph	0.6304 kg/s	San Francisco	fish	0.5087 m^2	1176	0.1954	0.146	1008 kg/s	rat	0.1393	857 m^3
3	238 mph	0.4323 kg/s	Fremont	dog, pig	0.6561 m^2	1065	0.1119	None	760 kg/s	rat	0.3984	999 m^3
1	1082 mph	0.151 kg/s	Irvine	ferret	0.8973 m^2	217	0.7321	0.2244	565 kg/s	guinea pig	0.1969	331 m^3
1	1070 mph	0.2043 kg/s	Anaheim	ferret	0.8119 m^2	509	0.7759	0.6134	600 kg/s	guinea pig	-0.0429	183 m^3
1	861 mph	0.2852 kg/s	Irvine	ferret	0.8936 m^2	505	0.7041	0.5212	289 kg/s	guinea pig	0.4198	463 m^3
0	5 mph	0.4192 kg/s	San Jose	guinea pig	1.053 m^2	770	0.7216	0.713	426 kg/s	reptile	0.9113	15 m^3
3	422 mph	0.6053 kg/s	San Francisco	fish	0.7591 m^2	1076	0.1788	-0.0185	983 kg/s	rat	0.1704	781 m^3
2	479 mph	0.1879 kg/s	mODESTO	ferret	0.3302 m^2	242	0.4167	0.8926	408 kg/s	fish	0.5617	818 m^3
5	128 mph	1.0675 kg/s	LONG BEACH	hamster	0.251 m^2	50	0.9139	0.5438	1020 kg/s	chicken	0.4278	913 m^3
5	59 mph	1.011 kg/s	Long Beach	hamster	0.0659 m^2	0	1.0104	0.8926	829 kg/s	chicken	0.8189	n/a
5	46 mph	0.8241 kg/s	Oakland	hamster	0.4832 m^2	42	0.9306	0.8757	721 kg/s	cat	0.8234	685 m^3
5	46 mph	0.9502 kg/s	Sacramento	rat	-0.0074 m^2	178	0.8905	0.6897	732 kg/s	chicken	0.7455	853 m^3
1	1004 mph	0.3028 kg/s	Riverside	ferret	0.7394 m^2	579	0.3165	0.1923	679 kg/s	guinea pig	0.2738	398 m^3
4	883 mph	0.7008 kg/s	Chula Vista	cat	0.5702 m^2	447	0.639	0.4148	69 kg/s	Ferret	0.5311	320 m^3
4	759 mph	0.6273 kg/s	San Bernardino	CAT	0.4987 m^2	486	0.1373	0.3898	267 kg/s	pig	0.6591	213 m^3
1	949 mph	0.3295 kg/s	IRVINE	ferret	0.9856 m^2	596	0.562	0.2869	746 kg/s	guinea pig	0.2606	438 m^3
4	674 mph	0.7179 kg/s	Moreno Valley	chicken	0.4333 m^2	387	0.4883	0.301	357 kg/s	ferret	0.6204	490 m^3
1	827 mph	0.3379 kg/s	Los Angeles	ferret	1.0389 m^2	496	0.691	0.203	775 kg/s	guinea pig	0.2057	301 m^3
3	408 mph	0.736 kg/s	Fremont	dog, fish	0.6494 m^2	902	0.0078	0.3358	808 kg/s	bird	0.2626	954 m^3
3	362 mph	0.4997 kg/s	San Francisco	fish	0.7471 m^2	998	-0.0632	0.1513	1037 kg/s	rat	0.1942	967 m^3
2	811 mph	-0.2188 kg/s	Fresno	bird	0.2869 m^2	-7	0.7787	1.104	213 kg/s	fish	0.7086	645 m^3
1	876 mph	0.4837 kg/s	Anaheim	ferret	0.5046 m^2	508	0.8507	0.5447	589 kg/s	pig	0.206	440 m^3
1	812 mph	0.4433 kg/s	Anaheim	ferret	0.8492 m^2	481	0.5126	0.2962	471 kg/s	guinea pig	0.0156	151 m^3
2	764 mph	0.2127 kg/s	Sacramento	reptile	0.1881 m^2	134	0.1256	0.7072	437 kg/s	pig	0.589	625 m^3
3	278 mph	0.7151 kg/s	San Francisco	pig, fish	0.7701 m^2	942	0.2805	0.2037	971 kg/s	rat	0.2798	790 m^3
0	253 mph	None	San Jose	rabbit	0.9968 m^2	912	0.9563	0.497	-102 kg/s	reptile	0.9336	250 m^3
0	250 mph	0.2074 kg/s	SAN JOSE	rabbit	0.9093 m^2	587	0.2705	0.6367	350 kg/s	hamster	1.0831	268 m^3
2	423 mph	0.1498 kg/s	Santa Ana	bird	0.2066 m^2	209	0.2802	0.9207	179 kg/s	chicken	0.5437	718 m^3
5	36 mph	0.7974 kg/s	Oakland	rat	-0.1422 m^2	34	0.8721	0.7893	610 kg/s	rabbit	0.4659	675 m^3
2	605 mph	0.0692 kg/s	Fresno	bird	0.5267 m^2	277	0.1728	0.9541	81 kg/s	fish	0.3874	544 m^3
1	845 mph	0.4185 kg/s	Anaheim	ferret	0.8707 m^2	613	0.6322	0.4239	479 kg/s	guinea pig	0.0972	273 m^3
0	368 mph	0.3416 kg/s	Fremont	guinea pig	0.9092 m^2	772	0.6173	0.6803	152 kg/s	hamster	0.9449	16 m^3
4	695 mph	0.8176 kg/s	Santa Clarita	chicken	0.7742 m^2	525	0.2119	0.4248	207 kg/s	ferret	0.7675	263 m^3
5	-96 mph	0.8063 kg/s	Long Beach	hamster	-0.0023 m^2	163	0.7933	0.9031	938 kg/s	cat	0.691	761 m^3
1	933 mph	0.1676 kg/s	Sacramento	ferret	0.6759 m^2	468	0.6239	0.4529	718 kg/s	guinea pig	0.3314	379 m^3
2	615 mph	0.1449 kg/s	Modesto	bird	0.4331 m^2	39	0.4328	0.9001	137 kg/s	dog	0.3642	644 m^3
5	-31 mph	0.7615 kg/s	Long Beach	hamster	-0.0108 m^2	167	0.7873	0.6273	786 kg/s	cat	1.0107	679 m^3
3	277 mph	0.4291 kg/s	San Francisco	hamster	0.8059 m^2	1124	0.1849	-0.1177	905 kg/s	rat	0.044	1096 m^3
3	52 mph	0.5974 kg/s	San Francisco	pig	0.6677 m^2	1000	0.0122	0.0717	762 kg/s	rat	0.3025	921 m^3
0	158 mph	0.3402 kg/s	San Jose	rabbit	1.0051 m^2	612	0.6625	0.7172	352 kg/s	hamster	0.7862	64 m^3
3	402 mph	0.4188 kg/s	San Francisco	fish	0.6383 m^2	1044	0.0064	-0.0462	898 kg/s		0.1175	1154 m^3
2	431 mph	0.2328 kg/s	Sacramento	bird	0.221 m^2	-16	0.1032	0.9905	374 kg/s	fish	0.3893	610 m^3
1	1110 mph	0.2557 kg/s	Irvine	ferret	0.4954 m^2	754	0.837	0.4996	485 kg/s	guinea pig	0.1234	413 m^3
0	275 mph	0.31 kg/s	San Jose	rabbit	0.9943 m^2	780	0.4882	0.7049	220 kg/s	reptile	0.7808	81 m^3
2	858 mph	0.2523 kg/s	sacramento	bird	0.2928 m^2	258	0.3537	0.9378	299 kg/s	bird	NULL	661 m^3
1	1211 mph	0.3107 kg/s	Anaheim	ferret	0.7446 m^2	696	0.8152	0.603	707 kg/s	guinea pig	0.1533	585 m^3
2	815 mph	0.025 kg/s	Sacramento	reptile	0.6252 m^2	406	0.5	1.0157	395 kg/s	dog	0.4661	756 m^3
3	246 mph	0.4343 kg/s	San Francisco	dog, pig	0.4847 m^2	1253		0.0606	626 kg/s	rat	0.0314	None
2	661 mph	0.0303 kg/s	San Diego	bird	0.3806 m^2	74	0.1252	0.979	553 kg/s	dog	0.6703	958 m^3
0	339 mph	0.0339 kg/s	San Jose	rabbit	0.9189 m^2	782	0.7452	0.6242	-122 kg/s	REPTILE	0.6679	99 m^3
3	235 mph	0.5256 kg/s	San Francisco	dog, fish	0.6604 m^2	1022	0.1618	0.1306	787 kg/s	BIRD	0.2618	984 m^3
4	617 mph	0.8179 kg/s	Bakersfield	CAT	0.5447 m^2	608	-0.056	0.1187	391 kg/s	ferret	0.8344	520 m^3
1	997 mph	0.332 kg/s	Riverside	ferret	0.7196 m^2	576	0.924	0.4499	749 kg/s	guinea pig	0.2441	184 m^3
1	1013 mph	0.3939 kg/s	San Francisco	pig, fish	0.7236 m^2	512	0.7588	0.5646	688 kg/s	guinea pig	0.2336	325 m^3
0	326 mph	0.5533 kg/s	san jose	rabbit	0.8065 m^2	574	0.7963	0.4146	211 kg/s	hamster	0.6759	28 m^3
1	1068 mph	0.3036 kg/s	Riverside	FERRET	0.6118 m^2	522	0.4342	0.4905	474 kg/s	guinea pig	-0.0135	373 m^3
5	-74 mph	0.7563 kg/s	Oakland	rat	0.1507 m^2	-102	1.0387	0.7454	1048 kg/s	rabbit	0.6713	756 m^3
5	112 mph	0.8853 kg/s	Long Beach	hamster	-0.1623 m^2	131	1.1793	0.7423	654 kg/s	chicken	0.9363	804 m^3
5	174 mph	0.9778 kg/s	Oakland	rat	0.2096 m^2	-90	0.6377	0.651	929 kg/s	chicken	0.8366	699 m^3
1	869 mph	0.2318 kg/s	Anaheim	ferret	0.7964 m^2	377	0.9125	0.3523	669 kg/s	guinea pig	0.0343	461 m^3
1	989 mph	0.3835 kg/s	Anaheim	ferret	0.6767 m^2	645	0.562	0.1996	574 kg/s	guinea pig	0.0735	409 m^3
5	217 mph	0.7272 kg/s	Oakland	rat	0.233 m^2	-36	0.734	0.9566	1019 kg/s	chicken	0.5779	813 m^3
1	1272 mph	0.2488 kg/s	Anaheim	ferret	0.8683 m^2	744	0.5548	0.4337	671 kg/s	guinea pig	0.1524	551 m^3
1	762 mph	0.5166 kg/s	San Bernardino	ferret	0.754 m^2	630	0.5622	0.245	457 kg/s	guinea pig	0.1085	477 m^3
3	423 mph	0.5011 kg/s	San Francisco	dog	0.4183 m^2	855	0.0306	0.0937	845 kg/s	rabbit	0.3762	839 m^3
5	233 mph	0.8025 kg/s	Oakland	rat	0.199 m^2	40	0.9092	0.8808	733 kg/s	cat	0.886	771 m^3
1	1003 mph	0.3589 kg/s	Irvine	ferret	0.7554 m^2	262	0.4813	0.4892	644 kg/s	bird	-0.0382	392 m^3
0	279 mph	0.4774 kg/s	San Jose	rabbit	1.0418 m^2	666	0.9564	0.5082	-44 kg/s	reptile	0.8281	10 m^3
1	848 mph	0.1838 kg/s	Anaheim	ferret	0.736 m^2	560	0.6321	0.5048	681 kg/s	guinea pig	-0.077	435 m^3
2	800 mph	-0.0192 kg/s	San Diego	reptile	0.3897 m^2	-23	0.2483	0.835	246 kg/s	DOG	0.422	917 m^3
4	760 mph	0.4517 kg/s	San Bernardino	cat	0.4303 m^2	319	0.4697	0.2298	483 kg/s	pig	0.6942	280 m^3
5	201 mph	1.0837 kg/s	Long Beach	rat	0.1314 m^2	316	0.8748	0.7901	718 kg/s	RABBIT	0.7321	701 m^3
4	650 mph	0.7316 kg/s	Stockton	cat	0.3649 m^2	427	0.4823	0.3188	294 kg/s	pig	0.591	298 m^3
4	715 mph	0.4523 kg/s	San Bernardino	chicken	0.3506 m^2	676	0.6	0.3497	257 kg/s	ferret	0.5137	458 m^3
5	64 mph	0.8632 kg/s	Oakland	rat	-0.0767 m^2	180	0.8961	0.7616	970 kg/s	cat	0.7211	704 m^3
3	160 mph	0.7418 kg/s	Fremont	dog, fish	0.6736 m^2	1161	0.378	0.2033	763 kg/s	rat	0.0438	827 m^3
0	263 mph	0.379 kg/s	San Jose	rabbit	1.1784 m^2	742	0.663	0.5603	135 kg/s	hamster	1.0066	130 m^3
2	656 mph	-0.0446 kg/s	San Diego	REPTILE	0.5791 m^2	562	0.1562	0.8849	204 kg/s	dog	0.5519	940 m^3
1	1046 mph	0.2799 kg/s	Irvine	ferret	0.577 m^2	659	0.6253	0.464	777 kg/s	guinea pig	0.0534	308 m^3
1	930 mph	0.31 kg/s	Riverside	ferret	0.8354 m^2	719	0.7187	0.4102	574 kg/s	guinea pig	0.0988	258 m^3
3	237 mph	0.3683 kg/s	Fremont	dog, pig	0.6986 m^2	1229	-0.1112	0.4616	907 kg/s	rat	0.4631	898 m^3
4	659 mph	0.6375 kg/s	Stockton	cat	0.3712 m^2	275	0.3314	0.1595	335 kg/s	chicken	0.5199	458 m^3
5	NULL	0.8772 kg/s	Long Beach	hamster	0.095 m^2	-127	0.7427	1.0741	725 kg/s	CAT	0.9088	711 m^3
